,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
218231,KOR,Asia,South Korea,2020-10-12,24805.0,102.0,80.857,434.0,1.0,1.714,478.715,1.969,1.56,8.376,0.019,0.033,1.17,87.0,1.679,,,,,,,2414258.0,5127.0,46.58,0.099,9033.0,0.174,0.009,111.7,people tested,,,,,,,,,,,,,,56.94,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218232,KOR,Asia,South Korea,2020-10-13,24889.0,84.0,76.571,438.0,4.0,1.857,480.336,1.621,1.478,8.453,0.077,0.036,1.04,91.0,1.756,,,,,,,2427419.0,13161.0,46.834,0.254,9048.0,0.175,0.0085,118.2,people tested,,,,,,,,,,,,,,56.94,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218233,KOR,Asia,South Korea,2020-10-14,24988.0,99.0,80.857,439.0,1.0,1.714,482.247,1.911,1.56,8.472,0.019,0.033,0.97,85.0,1.64,,,,,,,2440102.0,12683.0,47.079,0.245,9054.0,0.175,0.0089,112.0,people tested,,,,,,,,,,,,,,56.94,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218234,KOR,Asia,South Korea,2020-10-15,25035.0,47.0,79.857,441.0,2.0,1.857,483.154,0.907,1.541,8.511,0.039,0.036,0.87,82.0,1.583,,,,,,,2449387.0,9285.0,47.258,0.179,8842.0,0.171,0.009,110.7,people tested,,,,,,,,,,,,,,56.94,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218235,KOR,Asia,South Korea,2020-10-16,25108.0,73.0,80.0,443.0,2.0,1.857,484.563,1.409,1.544,8.55,0.039,0.036,0.96,78.0,1.505,,,,,,,2458074.0,8687.0,47.426,0.168,8456.0,0.163,0.0095,105.7,people tested,,,,,,,,,,,,,,56.94,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218236,KOR,Asia,South Korea,2020-10-17,25199.0,91.0,84.714,444.0,1.0,1.714,486.319,1.756,1.635,8.569,0.019,0.033,1.05,78.0,1.505,,,,,,,2467175.0,9101.0,47.601,0.176,9120.0,0.176,0.0093,107.7,people tested,,,,,,,,,,,,,,56.94,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218237,KOR,Asia,South Korea,2020-10-18,25275.0,76.0,81.714,444.0,0.0,1.571,487.786,1.467,1.577,8.569,0.0,0.03,1.03,77.0,1.486,,,,,,,2473177.0,6002.0,47.717,0.116,9149.0,0.177,0.0089,112.0,people tested,,,,,,,,,,,,,,56.94,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,73.80005,0.03,-0.13,1.4234834
218238,KOR,Asia,South Korea,2020-10-19,25333.0,58.0,75.429,447.0,3.0,1.857,488.905,1.119,1.456,8.627,0.058,0.036,1.05,78.0,1.505,,,,,,,2477874.0,4697.0,47.808,0.091,9088.0,0.175,0.0083,120.5,people tested,,,,,,,,,,,,,,56.94,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218239,KOR,Asia,South Korea,2020-10-20,25424.0,91.0,76.429,450.0,3.0,1.714,490.661,1.756,1.475,8.685,0.058,0.033,1.14,71.0,1.37,,,,,,,2489959.0,12085.0,48.041,0.233,8934.0,0.172,0.0086,116.9,people tested,,,,,,,,,,,,,,56.94,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218240,KOR,Asia,South Korea,2020-10-21,25543.0,119.0,79.286,453.0,3.0,2.0,492.958,2.297,1.53,8.743,0.058,0.039,1.25,70.0,1.351,,,,,,,2502139.0,12180.0,48.276,0.235,8862.0,0.171,0.0089,111.8,people tested,,,,,,,,,,,,,,56.94,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218241,KOR,Asia,South Korea,2020-10-22,25698.0,155.0,94.714,455.0,2.0,2.0,495.949,2.991,1.828,8.781,0.039,0.039,1.3,62.0,1.197,,,,,,,2513973.0,11834.0,48.504,0.228,9227.0,0.178,0.0103,97.4,people tested,,,,,,,,,,,,,,56.94,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218242,KOR,Asia,South Korea,2020-10-23,25775.0,77.0,95.286,457.0,2.0,2.0,497.435,1.486,1.839,8.82,0.039,0.039,1.12,62.0,1.197,,,,,,,2527269.0,13296.0,48.761,0.257,9885.0,0.191,0.0096,103.7,people tested,,,,,,,,,,,,,,56.94,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218243,KOR,Asia,South Korea,2020-10-24,25836.0,61.0,91.0,457.0,0.0,1.857,498.612,1.177,1.756,8.82,0.0,0.036,1.05,60.0,1.158,,,,,,,2539327.0,12058.0,48.993,0.233,10307.0,0.199,0.0088,113.3,people tested,,,,,,,,,,,,,,56.94,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218244,KOR,Asia,South Korea,2020-10-25,25955.0,119.0,97.143,457.0,0.0,1.857,500.909,2.297,1.875,8.82,0.0,0.036,1.15,53.0,1.023,,,,,,,2544794.0,5467.0,49.099,0.105,10231.0,0.197,0.0095,105.3,people tested,,,,,,,,,,,,,,51.39,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,248.60005,0.1,2.98,4.795092
218245,KOR,Asia,South Korea,2020-10-26,26043.0,88.0,101.429,460.0,3.0,1.857,502.607,1.698,1.957,8.878,0.058,0.036,1.15,53.0,1.023,,,,,,,2550912.0,6118.0,49.217,0.118,10434.0,0.201,0.0097,102.9,people tested,,,,,,,,,,,,,,51.39,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218246,KOR,Asia,South Korea,2020-10-27,26146.0,103.0,103.143,461.0,1.0,1.571,504.595,1.988,1.991,8.897,0.019,0.03,1.12,52.0,1.004,,,,,,,2566235.0,15323.0,49.512,0.296,10897.0,0.21,0.0095,105.6,people tested,,,,,,,,,,,,,,51.39,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218247,KOR,Asia,South Korea,2020-10-28,26271.0,125.0,104.0,462.0,1.0,1.286,507.007,2.412,2.007,8.916,0.019,0.025,1.14,52.0,1.004,,,,,,,2581608.0,15373.0,49.809,0.297,11353.0,0.219,0.0092,109.2,people tested,,,,,,,,,,,,,,51.39,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218248,KOR,Asia,South Korea,2020-10-29,26385.0,114.0,98.143,463.0,1.0,1.143,509.208,2.2,1.894,8.935,0.019,0.022,1.13,53.0,1.023,,,,,,,2596626.0,15018.0,50.099,0.29,11808.0,0.228,0.0083,120.3,people tested,,,,,,,,,,,,,,51.39,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218249,KOR,Asia,South Korea,2020-10-30,26511.0,126.0,105.143,464.0,1.0,1.0,511.639,2.432,2.029,8.955,0.019,0.019,1.18,51.0,0.984,,,,,,,2610879.0,14253.0,50.374,0.275,11944.0,0.23,0.0088,113.6,people tested,,,,,,,,,,,,,,51.39,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218250,KOR,Asia,South Korea,2020-10-31,26635.0,124.0,114.143,466.0,2.0,1.286,514.032,2.393,2.203,8.993,0.039,0.025,1.15,54.0,1.042,,,,,,,2623140.0,12261.0,50.61,0.237,11973.0,0.231,0.0095,104.9,people tested,,,,,,,,,,,,,,51.39,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218251,KOR,Asia,South Korea,2020-11-01,26732.0,97.0,111.0,468.0,2.0,1.571,515.904,1.872,2.142,9.032,0.039,0.03,1.06,51.0,0.984,,,,,,,2629278.0,6138.0,50.729,0.118,12069.0,0.233,0.0092,108.7,people tested,,,,,,,,,,,,,,51.39,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,442.20007,0.17,3.29,8.529323
218252,KOR,Asia,South Korea,2020-11-02,26807.0,75.0,109.143,472.0,4.0,1.714,517.352,1.447,2.106,9.109,0.077,0.033,1.03,49.0,0.946,,,,,,,2635298.0,6020.0,50.845,0.116,12055.0,0.233,0.0091,110.5,people tested,,,,,,,,,,,,,,51.39,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218253,KOR,Asia,South Korea,2020-11-03,26925.0,118.0,111.286,474.0,2.0,1.857,519.629,2.277,2.148,9.148,0.039,0.036,1.06,52.0,1.004,,,,,,,2648507.0,13209.0,51.1,0.255,11753.0,0.227,0.0095,105.6,people tested,,,,,,,,,,,,,,51.39,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218254,KOR,Asia,South Korea,2020-11-04,27050.0,125.0,111.286,475.0,1.0,1.857,522.041,2.412,2.148,9.167,0.019,0.036,1.09,53.0,1.023,,,,,,,2660908.0,12401.0,51.339,0.239,11329.0,0.219,0.0098,101.8,people tested,,,,,,,,,,,,,,51.39,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218255,KOR,Asia,South Korea,2020-11-05,27195.0,145.0,115.714,476.0,1.0,1.857,524.84,2.798,2.233,9.186,0.019,0.036,1.11,51.0,0.984,,,,,,,2672354.0,11446.0,51.56,0.221,10818.0,0.209,0.0107,93.5,people tested,,,,,,,,,,,,,,51.39,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218256,KOR,Asia,South Korea,2020-11-06,27284.0,89.0,110.429,477.0,1.0,1.857,526.557,1.718,2.131,9.206,0.019,0.036,1.08,50.0,0.965,,,,,,,2684962.0,12608.0,51.803,0.243,10583.0,0.204,0.0104,95.8,people tested,,,,,,,,,,,,,,51.39,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218257,KOR,Asia,South Korea,2020-11-07,27427.0,143.0,113.143,478.0,1.0,1.714,529.317,2.76,2.184,9.225,0.019,0.033,1.17,53.0,1.023,,,,,,,2695897.0,10935.0,52.014,0.211,10394.0,0.201,0.0109,91.9,people tested,,,,,,,,,,,,,,51.39,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218258,KOR,Asia,South Korea,2020-11-08,27553.0,126.0,117.286,480.0,2.0,1.714,531.749,2.432,2.264,9.264,0.039,0.033,1.18,58.0,1.119,,,,,,,2701528.0,5631.0,52.123,0.109,10321.0,0.199,0.0114,88.0,people tested,,,,,,,,,,,,,,51.39,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,588.6001,0.23,2.47,11.353142
218259,KOR,Asia,South Korea,2020-11-09,27653.0,100.0,120.857,485.0,5.0,1.857,533.679,1.93,2.332,9.36,0.096,0.036,1.17,57.0,1.1,,,,,,,2707847.0,6319.0,52.245,0.122,10364.0,0.2,0.0117,85.8,people tested,,,,,,,,,,,,,,51.39,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218260,KOR,Asia,South Korea,2020-11-10,27799.0,146.0,124.857,487.0,2.0,1.857,536.497,2.818,2.41,9.399,0.039,0.036,1.2,54.0,1.042,,,,,,,2722608.0,14761.0,52.529,0.285,10586.0,0.204,0.0118,84.8,people tested,,,,,,,,,,,,,,51.39,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218261,KOR,Asia,South Korea,2020-11-11,27942.0,143.0,127.429,487.0,0.0,1.714,539.256,2.76,2.459,9.399,0.0,0.033,1.25,49.0,0.946,,,,,,,2735182.0,12574.0,52.772,0.243,10611.0,0.205,0.012,83.3,people tested,,,,,,,,,,,,,,51.39,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218262,KOR,Asia,South Korea,2020-11-12,28133.0,191.0,134.0,488.0,1.0,1.714,542.942,3.686,2.586,9.418,0.019,0.033,1.37,53.0,1.023,,,,,,,2748420.0,13238.0,53.027,0.255,10867.0,0.21,0.0123,81.1,people tested,,,,,,,,,,,,,,51.39,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218263,KOR,Asia,South Korea,2020-11-13,28338.0,205.0,150.571,492.0,4.0,2.143,546.899,3.956,2.906,9.495,0.077,0.041,1.48,50.0,0.965,,,,,,,2760059.0,11639.0,53.252,0.225,10728.0,0.207,0.014,71.2,people tested,,,,,,,,,,,,,,51.39,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218264,KOR,Asia,South Korea,2020-11-14,28546.0,208.0,159.857,493.0,1.0,2.143,550.913,4.014,3.085,9.514,0.019,0.041,1.52,54.0,1.042,,,,,,,2775937.0,15878.0,53.558,0.306,11434.0,0.221,0.014,71.5,people tested,,,,,,,,,,,,,,51.39,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218265,KOR,Asia,South Korea,2020-11-15,28769.0,223.0,173.714,494.0,1.0,2.0,555.217,4.304,3.353,9.534,0.019,0.039,1.57,56.0,1.081,,,,,,,2785526.0,9589.0,53.743,0.185,12000.0,0.232,0.0145,69.1,people tested,,,,,,,,,,,,,,51.39,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,714.6001,0.27,2.13,13.783478
218266,KOR,Asia,South Korea,2020-11-16,28998.0,229.0,192.143,494.0,0.0,1.286,559.636,4.42,3.708,9.534,0.0,0.025,1.6,55.0,1.061,,,,,,,2796339.0,10813.0,53.952,0.209,12642.0,0.244,0.0152,65.8,people tested,,,,,,,,,,,,,,51.39,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218267,KOR,Asia,South Korea,2020-11-17,29311.0,313.0,216.0,496.0,2.0,1.286,565.677,6.041,4.169,9.572,0.039,0.025,1.64,60.0,1.158,,,,,,,2814403.0,18064.0,54.301,0.349,13114.0,0.253,0.0165,60.7,people tested,,,,,,,,,,,,,,51.39,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218268,KOR,Asia,South Korea,2020-11-18,29654.0,343.0,244.571,498.0,2.0,1.571,572.296,6.62,4.72,9.611,0.039,0.03,1.62,67.0,1.293,,,,,,,2833010.0,18607.0,54.66,0.359,13975.0,0.27,0.0175,57.1,people tested,,,,,,,,,,,,,,51.39,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218269,KOR,Asia,South Korea,2020-11-19,30017.0,363.0,269.143,501.0,3.0,1.857,579.302,7.006,5.194,9.669,0.058,0.036,1.57,79.0,1.525,,,,,,,2852491.0,19481.0,55.035,0.376,14867.0,0.287,0.0181,55.2,people tested,,,,,,,,,,,,,,51.39,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218270,KOR,Asia,South Korea,2020-11-20,30403.0,386.0,295.0,503.0,2.0,1.571,586.751,7.449,5.693,9.707,0.039,0.03,1.52,84.0,1.621,,,,,,,2872091.0,19600.0,55.414,0.378,16005.0,0.309,0.0184,54.3,people tested,,,,,,,,,,,,,,51.39,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218271,KOR,Asia,South Korea,2020-11-21,30733.0,330.0,312.429,505.0,2.0,1.714,593.12,6.369,6.03,9.746,0.039,0.033,1.42,86.0,1.66,,,,,,,2895394.0,23303.0,55.863,0.45,17065.0,0.329,0.0183,54.6,people tested,,,,,,,,,,,,,,51.39,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218272,KOR,Asia,South Korea,2020-11-22,31004.0,271.0,319.286,509.0,4.0,2.143,598.35,5.23,6.162,9.823,0.077,0.041,1.37,87.0,1.679,,,,,,,2907538.0,12144.0,56.097,0.234,17430.0,0.336,0.0183,54.6,people tested,,,,,,,,,,,,,,51.39,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,755.8001,0.28,0.7,14.578159
218273,KOR,Asia,South Korea,2020-11-23,31353.0,349.0,336.429,510.0,1.0,2.286,605.086,6.735,6.493,9.843,0.019,0.044,1.41,79.0,1.525,,,,,,,2920783.0,13245.0,56.353,0.256,17778.0,0.343,0.0189,52.8,people tested,,,,,,,,,,,,,,56.94,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218274,KOR,Asia,South Korea,2020-11-24,31735.0,382.0,346.286,513.0,3.0,2.429,612.458,7.372,6.683,9.9,0.058,0.047,1.45,79.0,1.525,,,,,,,2945047.0,24264.0,56.821,0.468,18663.0,0.36,0.0186,53.9,people tested,,,,,,,,,,,,,,54.17,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218275,KOR,Asia,South Korea,2020-11-25,32318.0,583.0,380.571,515.0,2.0,2.429,623.709,11.251,7.345,9.939,0.039,0.047,1.54,81.0,1.563,,,,,,,2965053.0,20006.0,57.207,0.386,18863.0,0.364,0.0202,49.6,people tested,,,,,,,,,,,,,,54.17,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218276,KOR,Asia,South Korea,2020-11-26,32887.0,569.0,410.0,516.0,1.0,2.143,634.69,10.981,7.913,9.958,0.019,0.041,1.48,78.0,1.505,,,,,,,2986694.0,21641.0,57.625,0.418,19172.0,0.37,0.0214,46.8,people tested,,,,,,,,,,,,,,57.87,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218277,KOR,Asia,South Korea,2020-11-27,33375.0,488.0,424.571,522.0,6.0,2.714,644.108,9.418,8.194,10.074,0.116,0.052,1.36,77.0,1.486,,,,,,,3008225.0,21531.0,58.04,0.415,19448.0,0.375,0.0218,45.8,people tested,,,,,,,,,,,,,,57.87,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218278,KOR,Asia,South Korea,2020-11-28,33824.0,449.0,441.571,523.0,1.0,2.571,652.774,8.665,8.522,10.093,0.019,0.05,1.27,78.0,1.505,,,,,,,3030652.0,22427.0,58.473,0.433,19323.0,0.373,0.0229,43.8,people tested,,,,,,,,,,,,,,57.87,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218279,KOR,Asia,South Korea,2020-11-29,34201.0,377.0,456.714,526.0,3.0,2.429,660.05,7.276,8.814,10.151,0.058,0.047,1.23,76.0,1.467,,,,,,,3045619.0,14967.0,58.762,0.289,19726.0,0.381,0.0232,43.2,people tested,,,,,,,,,,,,,,57.87,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,580.40015,0.21,-2.93,11.194978
218280,KOR,Asia,South Korea,2020-11-30,34652.0,451.0,471.286,526.0,0.0,2.286,668.753,8.704,9.095,10.151,0.0,0.044,1.24,76.0,1.467,,,,,,,3059820.0,14201.0,59.036,0.274,19862.0,0.383,0.0237,42.1,people tested,,,,,,,,,,,,,,57.87,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218281,KOR,Asia,South Korea,2020-12-01,35163.0,511.0,489.714,526.0,0.0,1.857,678.615,9.862,9.451,10.151,0.0,0.036,1.23,97.0,1.872,,,,,,,3082645.0,22825.0,59.476,0.44,19657.0,0.379,0.0249,40.1,people tested,,,,,,,,,,,,,,60.65,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218282,KOR,Asia,South Korea,2020-12-02,35703.0,540.0,483.571,529.0,3.0,2.0,689.037,10.422,9.333,10.209,0.058,0.039,1.24,101.0,1.949,,,,,,,3105618.0,22973.0,59.919,0.443,20081.0,0.387,0.0241,41.5,people tested,,,,,,,,,,,,,,60.65,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218283,KOR,Asia,South Korea,2020-12-03,36332.0,629.0,492.143,536.0,7.0,2.857,701.176,12.139,9.498,10.344,0.135,0.055,1.28,117.0,2.258,,,,,,,3130534.0,24916.0,60.4,0.481,20549.0,0.396,0.0239,41.8,people tested,,,,,,,,,,,,,,60.65,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218284,KOR,Asia,South Korea,2020-12-04,36915.0,583.0,505.714,540.0,4.0,2.571,712.427,11.251,9.76,10.422,0.077,0.05,1.28,116.0,2.239,,,,,,,3156058.0,25524.0,60.892,0.492,21119.0,0.407,0.0239,41.8,people tested,,,,,,,,,,,,,,60.65,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218285,KOR,Asia,South Korea,2020-12-05,37546.0,631.0,531.714,545.0,5.0,3.143,724.605,12.178,10.262,10.518,0.096,0.061,1.3,121.0,2.335,,,,,,,3179144.0,23086.0,61.338,0.445,21213.0,0.409,0.0251,39.9,people tested,,,,,,,,,,,,,,60.65,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218286,KOR,Asia,South Korea,2020-12-06,38161.0,615.0,565.714,549.0,4.0,3.286,736.474,11.869,10.918,10.595,0.077,0.063,1.32,125.0,2.412,,,,,,,3193515.0,14371.0,61.615,0.277,21128.0,0.408,0.0268,37.3,people tested,,,,,,,,,,,,,,60.65,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,754.60016,0.27,2.91,14.555014
218287,KOR,Asia,South Korea,2020-12-07,38755.0,594.0,586.143,552.0,3.0,3.714,747.938,11.464,11.312,10.653,0.058,0.072,1.27,126.0,2.432,,,,,,,3208024.0,14509.0,61.895,0.28,21172.0,0.408,0.0277,36.1,people tested,,,,,,,,,,,,,,60.65,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218288,KOR,Asia,South Korea,2020-12-08,39432.0,677.0,609.857,556.0,4.0,4.286,761.003,13.066,11.77,10.73,0.077,0.083,1.24,134.0,2.586,,,,,,,3219973.0,11949.0,62.125,0.231,19618.0,0.379,0.0311,32.2,people tested,,,,,,,,,,,,,,57.87,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218289,KOR,Asia,South Korea,2020-12-09,40098.0,666.0,627.857,564.0,8.0,5.0,773.857,12.853,12.117,10.885,0.154,0.096,1.23,134.0,2.586,,,,,,,3251884.0,31911.0,62.741,0.616,20895.0,0.403,0.03,33.3,people tested,,,,,,,,,,,,,,57.87,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218290,KOR,Asia,South Korea,2020-12-10,40786.0,688.0,636.286,572.0,8.0,5.143,787.134,13.278,12.28,11.039,0.154,0.099,1.28,149.0,2.876,,,,,,,3276595.0,24711.0,63.218,0.477,20866.0,0.403,0.0305,32.8,people tested,,,,,,,,,,,,,,57.87,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218291,KOR,Asia,South Korea,2020-12-11,41736.0,950.0,688.714,578.0,6.0,5.429,805.468,18.334,13.292,11.155,0.116,0.105,1.4,172.0,3.319,,,,,,,3309861.0,33266.0,63.86,0.642,21972.0,0.424,0.0313,31.9,people tested,,,,,,,,,,,,,,57.87,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
218292,KOR,Asia,South Korea,2020-12-12,42766.0,1030.0,745.714,580.0,2.0,5.0,825.347,19.878,14.392,11.193,0.039,0.096,1.43,169.0,3.262,,,,,,,3348512.0,38651.0,64.605,0.746,24195.0,0.467,0.0308,32.4,people tested,,,,,,,,,,,,,,57.87,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808.0,,,,
